0.000000000000000000e+00 9.998222098450975537e+00
1.000010000100001051e-04 1.000121414750678106e+01
2.000020000200002101e-04 1.000109400149965566e+01
3.000030000300003287e-04 9.998171299532433665e+00
4.000040000400004203e-04 9.998871183356570214e+00
5.000050000500005660e-04 9.998868832471048407e+00
6.000060000600006575e-04 9.999221203584955475e+00
7.000070000700007490e-04 9.999112144583563122e+00
8.000080000800008405e-04 9.999961224576599861e+00
9.000090000900009320e-04 9.999660973446454548e+00
1.000010000100001132e-03 9.999917945576882516e+00
1.100011000110001115e-03 9.998857116833308467e+00
1.200012000120001315e-03 9.999384384485688670e+00
1.300013000130001298e-03 9.999548621272316140e+00
1.400014000140001498e-03 9.997845451820161600e+00
1.500015000150001481e-03 9.998069883386339285e+00
1.600016000160001681e-03 9.999214100297438179e+00
1.700017000170001881e-03 9.998967060710725718e+00
1.800018000180001864e-03 9.999370051275310090e+00
1.900019000190002064e-03 9.998146263798657785e+00
2.000020000200002264e-03 9.999565383525650830e+00
2.100021000210002247e-03 9.997815114640463463e+00
2.200022000220002230e-03 9.999237085310506146e+00
2.300023000230002213e-03 9.998310012760750709e+00
2.400024000240002630e-03 9.996739802716428258e+00
2.500025000250002613e-03 9.997268122617883890e+00
2.600026000260002596e-03 9.996940109003565667e+00
2.700027000270003013e-03 9.997183305284105259e+00
2.800028000280002996e-03 9.996921470831066969e+00
2.900029000290002979e-03 9.995415558050490645e+00
3.000030000300002962e-03 9.997890833508066066e+00
3.100031000310003379e-03 9.997500878059621954e+00
3.200032000320003362e-03 9.996056205278449625e+00
3.300033000330003345e-03 9.996577114006404585e+00
3.400034000340003762e-03 9.996709620618682735e+00
3.500035000350003745e-03 9.995743914938151065e+00
3.600036000360003728e-03 9.996813884909473202e+00
3.700037000370003711e-03 9.996249321124135889e+00
3.800038000380004128e-03 9.994907170250124651e+00
3.900039000390004111e-03 9.994891356494493451e+00
4.000040000400004528e-03 9.996536150317927749e+00
4.100041000410004077e-03 9.997719367583608019e+00
4.200042000420004494e-03 9.996123525232189166e+00
4.300043000430004911e-03 9.994549530481414479e+00
4.400044000440004460e-03 9.996164253817703127e+00
4.500045000450004877e-03 9.995019297391854352e+00
4.600046000460004426e-03 9.995423677230064641e+00
4.700047000470004843e-03 9.996323121961985692e+00
4.800048000480005260e-03 9.995268215338478868e+00
4.900049000490004809e-03 9.994521507251036496e+00
5.000050000500005226e-03 9.995458625519667351e+00
5.100051000510005643e-03 9.995770926225024056e+00
5.200052000520005192e-03 9.993769014170730713e+00
5.300053000530005609e-03 9.993946201041820743e+00
5.400054000540006026e-03 9.995403316436703989e+00
5.500055000550005575e-03 9.996178766051180276e+00
5.600056000560005992e-03 9.993898012675028752e+00
5.700057000570006409e-03 9.994599723205713104e+00
5.800058000580005958e-03 9.995507074452794072e+00
5.900059000590006375e-03 9.993666114751999174e+00
6.000060000600005924e-03 9.993736396944628453e+00
6.100061000610006341e-03 9.993277952487845894e+00
6.200062000620006758e-03 9.993658755893227053e+00
6.300063000630006307e-03 9.992481099275295264e+00
6.400064000640006724e-03 9.991747615020967643e+00
6.500065000650007141e-03 9.995766132856926944e+00
6.600066000660006690e-03 9.994882189209180368e+00
6.700067000670007107e-03 9.994605399041860849e+00
6.800068000680007524e-03 9.995635026986745331e+00
6.900069000690007073e-03 9.991191893527972212e+00
7.000070000700007490e-03 9.991993545918594677e+00
7.100071000710007040e-03 9.993529337794784695e+00
7.200072000720007456e-03 9.993069463902610750e+00
7.300073000730007873e-03 9.993281424712209926e+00
7.400074000740007422e-03 9.992058547635082277e+00
7.500075000750007839e-03 9.990380963492395239e+00
7.600076000760008256e-03 9.992001924189924722e+00
